File,Chunk_Index,Transcription
SandalWoodNewsStories_175.mp3,115,ಜಗತ್ತಿನಲ್ಲಿ ಅಷ್ಟೊನ್ನ್ ಟುಸ್ಠದ ಅಷ್ಟೊಂನು ಹೈ ಮೆಡೆಸ್ ನಲ್ ಯಂಡ್ ಯರಾಮಿಟಿಕ್ ಪ್ರಾಪಟ್ಟಿ ಯುಸ್ದಇರು್ತಕ್ಕಂತದೆ ಅತ್ಯಂತೊ ಔಷಧಿಯ ಮತ್ತು ಸುಬಂಧಾಗುಳೆಯತ್ಕಂತ
SandalWoodNewsStories_175.mp3,116,ಜಗಪ್ತಿನಲ್ಲಿ ಇದರು ಮುಟರ ಬೇರಿ ಯಾವುದೇ ಹೆಸರಿಗಂದ ಇಲ್ಲ
SandalWoodNewsStories_175.mp3,117,್ತೊಂದು ಉತ್ತು ಸ್ತುಮಟಸ್ಸೆಗೆಂದ ನಮು ಇಂಗಾಯಿನ ಮನಾಡಿಗೆ ಕನ್ನಡ ನಾಡು ಗಂಧದ ನಾಡು ಜೆಂಧನದರ್ಬಯಡು ಅಂತ ನಿನ್ಯಮನ್ಯೆ ಕೆರದಲಿಗಲ ಶತುಶತ್ರಮಾನಗಳಿಂದ ಆಧಿಕ್ಯವಿ ರನ್ನ ಪ್ಂಪ ಅಳೆಗನ್ನರದಲ್ಲಿ ಬರದಂತದ್ದು
SandalWoodNewsStories_175.mp3,118,ಈ ಒಂದು ಗಿಡ ಗಂಧದೆಗಿಡ
SandalWoodNewsStories_175.mp3,119,ಇವತ್ತೇಯನಾಗಿದ ಹೆಜ್ಜಾಗತ್ತಿ ಕರನಾಯಿದೆ
SandalWoodNewsStories_175.mp3,120,ಜಾಗತಿಕ ಮಾರಕಟ್ಟಿ ಸೃಷ್ಟಾಯಗಿದೆ ತಂತ್ರಜ್ಞಾನ ಸಾಕಷ್ಟು ನ್ಯೌಲಪ್ಪಾಗಿದೆ ಈಗಾಯೆ ಯುವತ್ತಿಯನ್ನಾಗು ವಿವಕರನರೇ ನೀಗಾಗಲಯದೆಂಗೆ ಯುವ ಕರಿ ಯುವತ್ತು ದೊಡ್ಡಹಂ್ದ ಅವಕಾ
SandalWoodNewsStories_175.mp3,121,ಇವ್ತು ಜಾಗಿತಿಕ ಮಾರುಕಟ್ಟೆಯಲೆ ಔಷರೀಿಯ ಮತ್ತು ಸುಗಂತದ
SandalWoodNewsStories_175.mp3,122,ಇದು ಎನ್ನ ವೊಂದು ಉತ್ಕೃಷ್ಟ ಗುಣಯರದರಿಂದ ಇವತ್ತು ಆ ಜಾಗತಿಕ ಮಾರುಕಟ್ಟಿಲ್ಲಯತ್ತಕ ಪೌಶ್ಿಧಿಕಾರ್ಕಾನೆಗಳಿರಬುದು
SandalWoodNewsStories_175.mp3,123,ಸುಗೊಂದು ದ್ರವಯಗಳಕ ಕನೆಗಳಿರುಹೋದು
SandalWoodNewsStories_175.mp3,124,ೋ ಇವತ್ತೆಲ್ಲದು ಹೊಡಲಿ ಇವತ್ತು ಕರ್ನಾರಿಕದು ಕಡೆ ನೂಡುತ್ತೈ್ಲರೆಅವರಿಗೆ ಈ ಒಂದು ಕಚ್ಚಾಪದಾರ್ಥ ಆದ
SandalWoodNewsStories_175.mp3,125,ಒಂದು ಉತ್ು ಉತ್ಪಾನಗಳಿಗೆ ಬೇಕಾಯಿದೆ ಈಗಾಯಿಡ್
SandalWoodNewsStories_175.mp3,126,ಟ ಇವುತ ೌಕಾಶಯದೆ
SandalWoodNewsStories_175.mp3,127,ಐವತ್ತು ತಮ್ಮಿಗುವತ್ತಿರುಬೋದಿ
SandalWoodNewsStories_175.mp3,128,ಇವತ್ತುೊಮೆ ಸರಿಗಂದ ಬೆಲೆಏನಾಂತ ಕ್ಯಾೋತಾಯರ್ತಾವೆ
SandalWoodNewsStories_175.mp3,129,ಸರ್ಯೇನಿದ ಒತ್ತು ಬೆಲೆಯೇ
SandalWoodNewsStories_175.mp3,130,ಇದು ಂದೈಪ್ವ
SandalWoodNewsStories_175.mp3,131,ಸುಮೆಯದಲಂಲೂ ಗಾಲಿ ಗ್ೋಪರ್ರಣ
SandalWoodNewsStories_175.mp3,132,ಇಿಂದಲ ್ಟೀ ಕುಡ್ಞೌರಂತ ಬಂದ್ರುಹುಗುರುಟಿಕ್ಯೂನಷ್ಟ್ ಮೇಡ್ ಸಂತ ಎನವುನು ಸ್ಕೀಮ್ತಲೊಂಬಂದ್ರವು ಅ ಯಾದ ಒೊಂದೊು ಸಫ್ರೆಯದ ಮುಸ್ಲಿಯಂತ ಬಂದ್ರುವು ಅ ಯಾದವೊಂದು ಶತಾವರಿಯಂತ ಬಂದ್ರು ಈಗೆತ್ತಿಚಿಶತಾವರೆಯದು ಬಗ್ಯಂತ್ ಅವಲಕ್ಕೇಳೆ
SandalWoodNewsStories_175.mp3,133,ಇದು ಲೈಪವ
SandalWoodNewsStories_175.mp3,134,ಇವಿ ಗನೊಯೇಳೆ ಯಐಲ ಆ ಒಂದಿಷ್ಟು ಮಂದು ಶೂಮ್ನ ಏೇಳೆ ಅ ಅಒಂದಿಷ್ಟು ಪ್ಲ್ಯಾಂಟ್ಸ್ಸು ಮಾರ್ಲಕ ಮಾರ್ತ ರಾಂತ ಸತ್ಯೆಯಿದೆ
SandalWoodNewsStories_175.mp3,135,ಇವತ್ತು ಇದಲೇ ಉಪ್ರಗ ಮಡಿಕೆಯಂಡು ಆ ವೈಜ್ಞಾನಿಕ ರೀತಿಯಲ್ಲಿ ಇವತ್ತು ಅತ್ಯಂತ ಎಪ್ಪ ತುೃ್ಪ ಎಂಬ ತೃಪ ನೂರುಪ ನೂರಲಯತ್ರ್ಪಕ್ಸಿರಿಗಂದನ ಮಾಲೆ ರೈಕ್ ರಿ ಮೋಸ ಮಾಡಂತದು ನಮ್ಮ ಗಮನಕ್ಕ ಪರ್ತಾಯಲ್ಲಾವೆ
SandalWoodNewsStories_175.mp3,136,ಆ
SandalWoodNewsStories_175.mp3,137,ಆದ್ರೆ
SandalWoodNewsStories_175.mp3,138,ಇವತ್ತೂನ್
SandalWoodNewsStories_175.mp3,139,ಸ್ರೀಘಂತ
SandalWoodNewsStories_175.mp3,140,ಇವತ್ತು ತಮ್ಮವಿ ಮಾಲ್ಕೆಟ್ಟ್ಯ ಬಗ್ಗೆ ಯೇಳದಾಗರಯೆ ಇವತ್ತು ಕ್ಯಸ್_ದ್ದಿಯ ಲಂತ ಇದೆ ಕರ್ನಾಟಕ ಸ್ಯಾಂಡಲ್ ದಿಟರ್ಜನ್ಸ್ ಲಿಂಮ್ ಟೆಡ್ಡಾಂಥ
SandalWoodNewsStories_175.mp3,141,ಯವತ್ತೂವೂ ಬೆಂಗ್ಲೂರ್ನ
SandalWoodNewsStories_175.mp3,142,ಎಷ್ಯುಂ್ ಪೂರದಲ್ಲಿದೆ ಸರಿಗಂತ
SandalWoodNewsStories_175.mp3,143,ಆ ಒಂದು ಸಾಭುನು ಕಾರ್ಕನೆ
SandalWoodNewsStories_175.mp3,144,ವಿವರ್ ಸಂಡಲು ಟಐಲ್ಲ ರಿಟ್ಯಲ್ಲಿ ಮರ್ತಯದರೆ ಐದ್ ಗ್ರಾ ಮಾತಗರ ಮೇಡು ಪೇಕಿಂಗ್ ನಲ್ಲ
SandalWoodNewsStories_175.mp3,145,ಐದ್ ಗ್ರಾಂಬಿ ಎರಡುವರಿ ಸಾವಿರ ಅತ್ತು ಗ್ರಾಮಿ ಯೈದ್ ಸಾವಿನ
SandalWoodNewsStories_175.mp3,146,ಅದರುವ ಅರ್ಧ ತುಲಿಗೆ ಎರಡುವರಿಸಾವಿರು ಒಂತುಲಿಗೆ ಐ ಸಾರ ಅಂದರ ಒಂತೋಲಿಗೆ ಇಸ್ಸಾವಿರಾದರೆ
SandalWoodNewsStories_175.mp3,147,ಅದರ ಅಪ್ತಗ್ರಾಂ ಗೇಸರಾದ ನೂರ್ ಪ್ರಾಮು ವ್ಯುತ್ಸವರ್ೆ ಸಾವಿರದ ದಾಮ ೈ ಲಕ್ಷ
SandalWoodNewsStories_175.mp3,148,ಒಂದು ಕಿಲೋಸ್ರೀಗ ಮವೇಣೆ ಎವರತು ಕರ್ನಾರ್ಕ್ ಸರ್ಕಾಲ ಕರ್ನಾರ್ಕದಲ್ಲಿ ರೆಟಿಲೆಂಗ್ ಮರ್ದೆದೆ ಎಡದ ರೇಟಾ ಫಾಯಲ್ಯಾಕ್ಸ್ೂಟಿಸ್ಪರ್ ಕೇಜ
SandalWoodNewsStories_175.mp3,149,ಅಮಲೆ ಆ ಸ್ರಿಗಂಧದ ಇವತ್ತೂ ಕೊನಡ ಹೇಳಗಂತ
SandalWoodNewsStories_175.mp3,150,ಇವತ್ತು ಚಿಕಚ್ಚಿಕ ಕೋರ್ಡಗಳನ್ನ ಆಐವತ್ತು ತಾವೇರಿ ಎಂಪೋರಿಯಂತ್ತ್ರು
SandalWoodNewsStories_175.mp3,151,ಅದು ಕೊಡವುನು ಸರ್ಕಾರದ ನಂಗ ಸಂಸ್ಥೆ ರೀಟಯಲಿಗ್ ಮಾರ್ತದೆ ನೂರ್ ಗ್ರಾಂ ಬೆಲೆಟ್ ಎರಡು ಸಾವಿರದ ಹನೋರ್ಪೆ
SandalWoodNewsStories_175.mp3,152,ಅದುರೆ ಒಂದು ಕ್ೇಜಿಗಇಪ್ಪತ್ತರ ಸಾೌರ ಒಂದು ಕ್ಯೂಂಟಲಿ ಇಪ್ಪತ್ತರ್ ಲಕ್ಷ ಒಂದು ್ಟನ್ನಿಗೆ ಯಾರಡು ಕೋಟಿ ಅರುವತ್ ಲಕ್ಷ ಇವತ್ತು ಕರ್ನಾಡಕ ಸರ್ಕಾರ ಕರ್ನಾಡದಾಗ ರೀಟೆಲೆಗೂ ಮರ್ತಯದೆ ಇದುನಮ್ಮ ಎಲ ಗೊತ್ತಿರುಬೇಕೂ ಒಂದು ಟನ್ನು ಬೆಲೆಯ ಎಸ್ಟನಂತಂದ್ರೆ ಎರಡು ಕೂಟಿ ಅರುವತ್ಲಕ್ಶ
SandalWoodNewsStories_175.mp3,153,ಇಗಾಗಿ ಇವತ್ತೇಯನಾಮ ರೈತು ಬಾಂದವರಲ್ಲೆ
SandalWoodNewsStories_175.mp3,154,ಈ ತಮ್ಮ ಭೂಮೆ ಒಂದು ನಾಲ್ಕೆಕರ್ ಜಯಮಿನಿುತ್ರೆ ವಷ್ಟು ಮಡದ್ ಗಳ ಎಲ್ಲಾದುಲ್ ನಾಖ್ಯಕ್ಕರು ಮಡಲ್ಗಣ ಒನು ಫೋರ್
SandalWoodNewsStories_175.mp3,155,ಅದ್ರಯ ಒಂದೇ ಕ್ರೆ ನವದು ಮೂರ ಕೆನಾಮ್ಮ ಸಾಂಪ್ರದಯಕ ಕುಷಿಗಳನ್ನ ಬೆಳೆಗಳನ್ನು ಬೆಳೆಯಣ
SandalWoodNewsStories_175.mp3,156,ಒಂದೇೆ ಕ್ರಯ ಸ್ರೀಗಂದಾದಾರಥ ಕೃಷಿಯರ್ಿನ ನ ಹವಿನಾದರ ಮಾಡಿದೆ
SandalWoodNewsStories_175.mp3,157,ಸೆಾಂಡ್ರಲುಡ್ ಸೆಂಟ್ರಿಕ್ ಅಗುರಾಪಾರಿಷ್ಟೀಯ ಮಾಡಿದೆ ಒಲಂದಯ ಕಿಲೆ ಮಾಡೆದರೆ ನವುಮುನ್ನೂರು ಸಿಲಿಗಂದ ಕೂಡ್ುತದ
SandalWoodNewsStories_175.mp3,158,ಗಿಡ ಕರ್ತಿಕ್ಯೇಜಿಕ್ಯತ್ಸು ಪಂದರೂ ಕೂಡ
SandalWoodNewsStories_175.mp3,159,ಎಕನಾಮಿಕ್ ಇಲ್ದಲ್ತನ ವೈಯತು ಆರ್ಥಿ ಕೇಳುವರಿ
SandalWoodNewsStories_175.mp3,160,ಎಳ್ದಿ ಯಸ ಫಿಫ್ ಟುಂ್ದ್ ಸ್ಟು ಟ್ ವಂಟ್ೇತ್ತಿಯರ ಬರುತದೆ
SandalWoodNewsStories_175.mp3,161,ಅಪತ್ ಕ್ಯೇ ಜೀಯವದು ಮುನ್ನೂರ್ ಗೆಳಕವನ್ನು ಮೂರ್ ಟಾನ್ನು
SandalWoodNewsStories_175.mp3,162,ನಾವು ಸೆಂಡಲ್ಲುಡ ಆರ್ಟುಡ್ಡ್ ನ ನಾವುವೆ ಸ್ಪಕ್ಟ್ ಮಾಡಬಹುದು ಇಗಾಗಿ ಇಿಗಹೋಂದ ಔಕಾಶ ಇವತ್ತು ನಾಮು ಇವತು ಕಾನು ತಿದ್ದುಪಡಾಗಿದೆ ತಂತರಜ್ಞಾನ ಸಕಷ್ಚುಟ್ಯ ಒಲಪಾಗಿದೆ ಇವತ್ತು ಜಾಗತ್ವೀಕರನಾಗಿದೆ ಜಾಗತಿಕ ಮಾರುಕಿಟು ಸುಷ್ಟಯಾಗಿದೆ
SandalWoodNewsStories_175.mp3,163,ವಿಯಾರ್ಲಿವಿಂಗ್ಗಯನ್ ಗ್ಲೋಬಲೆಯರ
SandalWoodNewsStories_175.mp3,164,ಮತ್ತು ನಾವು ಜಾಗತಿಕ ಯುಗದಲ್ ಜೂನ ಮರ್ತೈದಿವೆ
SandalWoodNewsStories_175.mp3,165,ಈಗಾಗಿ ಇದುಒಂದು ಔತ್ತಾಶಧ
SandalWoodNewsStories_175.mp3,166,ಬಾಯಗಿಲಂತಿ ಯೊಬರ್ ನವ ನಾಮ್ಮು ಏಲಿ ವತ್ತುವೂ ಸಂಪನ್ಮೂಲಗಳ ನಮ್ಮಲಿದಾವೆ ಭೂಮಿದೆ ಎರಿಯರ್ಮಡೆದು ಭೂಮಿದೆ ನಮೂರಲ್ಲೇ ಅದನೊಂದು ತ್ಯಗು ಮಡಿಕೆಯಲ್
SandalWoodNewsStories_175.mp3,167,ನಾಯಿುವತ್ತಿಲತ ದೇನಾದರ ಮಾಡಿದರೆ ನಮೆ ಮುಂದುಲ್ ದಿಂದಲೇ ಒಂದು ಆರ್ಥಿಕ
SandalWoodNewsStories_175.mp3,168,ಒಂದು ಸವದ್ದುಣ ಬಲಕನ್ನ
SandalWoodNewsStories_175.mp3,169,ನಾವು
SandalWoodNewsStories_175.mp3,170,ಪಡಿಬೋದು ಮತ್ತು ಕೇವಲ ಆರ್ಥಿಕ ಬದ ಕಸ್ತೆಯಲ್ಲ ಇವತ್ತು ನಾವು ಪ್ರಾಣಿಪಕ್ಷಿೀಗೆ ಆಸ್ರೆಕೊಟ್ಟು ವರಿಸರಕ್ಕೆ ಅಸುರ್ಕೊಟ್ಟುಲ್
SandalWoodNewsStories_175.mp3,171,ಒಂದು ಸೋಸಿಯಲ್ಲಿ ಿಷ್ಪಾಸುಗ್ರೇತಿಯಂತನ ಅವೇಯನಗ್
SandalWoodNewsStories_175.mp3,172,ಸಾಮಾಜಿಕೆ ಜಾಬ್ದರ್ಯಂತನಾವಿನೆದ್
SandalWoodNewsStories_175.mp3,173,ಆ ಒಂದು ಸೊಸ್ಯಲ್ಲಿ ಸ್ಪಾನ್ಸ್ ಬೆಟ್ಟಿನು ಸುಲ್ಫೇಲ್ಲಿ ಮಾಡೆ
SandalWoodNewsStories_175.mp3,174,ನೌ ಕೇವಲ ಆರ್ಥಿಕವಾಯಸ್ತೆಯಲ ಆರ್ಥಿಕವಾಗಿ
SandalWoodNewsStories_175.mp3,175,ಆರ್ಥಿಕ ಬಲ್ಕಿನ್ ಜೊತೆಗೆ ಒಂದು ಆರುಜ್ಯದ ಬಲಕು
SandalWoodNewsStories_175.mp3,176,ಒಂದು ಆದರ್ಶ್ಯದ ಬದುಕೂ ಒಂದು ಆದ್ಯಾರ್ತನದ ಬಲಕಮನ ನಾವು ಸವಿಭವದಂತ ಈ ಸಂದಾಭದಲ್ಲಿ ನೆಯರ್ತಾಯಿ
SandalWoodNewsStories_283.mp3,0,ಈವದನಿಗುಮಸ್ಟೋಟದಲ್ಲಿ ಮಟ್ಟೊಂದು ಬೆಳೆಯಬೆಗೆಗಿದ್ದರ ಅಂತಚೆಂದನ ಇದೇನಸರಚೇಚಿ ದಾಯಿದ ರಪ್ತಚನಾ ನ್ೇ ಪುಶ್ವಸ್ನ್ನ ನೂಡಿದರುವ ಅದಲೇ ಅನಡಾಯಂಟ್ರ ಅವೇ ಸ್ಮಗ್ಲಿನಿಗಿದೆದು ಅದೇ ಹೇದು ಮರಾಯಿದು
SandalWoodNewsStories_283.mp3,1,ುದಅವಕ್ಯಜ್ಗಿನ್ ನಿರಜಯತ್ಸಿಂದನ ವಿಡನ ಆಥ್ವೇಕಂತ ಕಾನ್ಸರ್ದೆಹೇಗೆ ಒಂತು
SandalWoodNewsStories_283.mp3,2,ಮಿಲ ನಾನುವೋದು ಈ ಸ್ರಿಗಂದ ತರ್ತ ಇದ್ನಲ ಆಟೈಮ್ ಯೇಲೇ ನಾನೊಂದು ನೂರ್ ಗಿಡಪನ್ನಿದೆ
SandalWoodNewsStories_283.mp3,3,ಹಿನಿಯ ನೋಡಣ ರಪ್ತ ಚಂದಾಂತೆ ನೆಗ ಅಪ್ಪರಚನರ ಬಗ್ಗಿ ಮಲ್ಯಿಂದವತ್ತು ಚಿನ ಮತ್ತು ಈ ಬಂಗಲಿಯನ್
SandalWoodNewsStories_283.mp3,4,ಜನಾಂಗೈರುವ ಹಾಸಮರ್ಥದಲ್ಲ ಅ ಜಪಾನ್
SandalWoodNewsStories_283.mp3,5,ಆನೆಪಾಲ್ ಆಭರ್ಮ ಮಯನ್ಮ ಅವ ಆದೇಶದಲೇ ಇದುರ ಬಗ್ಗಿ ಜಾಸಿ ಜಾಗುರುತ್ತಿದೆ
SandalWoodNewsStories_283.mp3,6,ನೀದವಲ
SandalWoodNewsStories_283.mp3,7,ಇದು ಇದು
SandalWoodNewsStories_283.mp3,8,ಅದು
SandalWoodNewsStories_283.mp3,9,ಅದು
SandalWoodNewsStories_283.mp3,10,ಮಗೆಲ್ ಗಾಣತವಲ ದೊಡೆದೊಂಡ ದೊರ ದೊಬ ದೊಬ್ದರಡು ಖಾನ್ಕಾಲ ಹಲ ರತ್ತಚ್ಛಂಧನೆ
SandalWoodNewsStories_283.mp3,11,ಸ
SandalWoodNewsStories_283.mp3,12,ಇದು ಕೆಲವೊಂದು ಶಕ್ತಿ ವರ್ಧಕ
SandalWoodNewsStories_283.mp3,13,ಕೆಲವದ ಔಷರಕ ಜಾಸ್ತ್ರಿ ಬರುತ್ತದೆ ನಂತೆದ ಮೇಲೆಯನಾಂಡು ಡಿಮೆಾಂಡಿತ್ತಂಪ ಹೇಳಿದರೆ
SandalWoodNewsStories_283.mp3,14,ನೋಡಣಾ ಆಕಣ ದೇವರ್ ಮುಂದೆಂಗ್ ಮಾಡಸ್ತನೆಯ ದುನಿಲಯಅಂಗಸೊಂದೆ ತೋರಸಟ ಕಾದನಿಲ್ಲಂತ್ ಹಾ್ಗಿದೆ ಬಟ್ಟ ಅದ್ವುತವಾ ವಿಭಯಬಂದಿ ನೂಡ ಗಷ್ಟದ್ ಅಪ್ಪದ ನಾಲ್ಕು ದಿವರ್ಷಕ್ ಗಡ ಇದೆ ನ್ಯಾಲ್ಹು ರ್ಯವರಿಸಿದ್ ನೀಣಾ ಎಲ್ಲಿ ಟಾಸರ ಹಿಂಕೆ ರಗಿನಿವಾ ಇದೇ ಅದೇ ವಇಷ್ಟೇಯ ಪ್ರಮಾಣದಜನ್ನು ಕಡಿಗೆ ನೂಡಿದಲ್ಲ ಪುಶ್ವಶೀಲ್ಮದಲ್ಲಿ ನ ಅವಿದು ಅನ ವಯಿ
SandalWoodNewsStories_283.mp3,15,ಬಣ್ಣಿಗೆಆ ಏನೂಡೆಗ ರಕ್ರಚಂದ್ರಲ ದೇಯನದ್ರೆ ನಾವು ಸೈದಾಯ್ಕಿ ತಕ್ಷ್ನ ಎಂಕೆಂಪು ಬರುವುದೂರ
SandalWoodNewsStories_283.mp3,16,ಒಕೆತ್ನ
SandalWoodNewsStories_283.mp3,17,ಉಳಗಳೇಲ ನಡವೇಟ್ ಗಣೆರ ಅಡ ಬಇದುನು ಕಲೆಮಡಿದೆ ಅವಟೆ ಯಲ್ಲತಾವು ದೌ ವತೌವಿದ ತಗನಿಲ್ ಮಾಡಿದೆ ಬ್ಲಡ್ಬರ್ನಗ್ ಬರುತ್ತದು ಹೌದ್ಯಟ ಅನ್ನು ಇಂದು
SandalWoodNewsStories_283.mp3,18,ಂದ್ಮನಿ
SandalWoodNewsStories_283.mp3,19,ಅಂದರೆಯಿದು ಜಾಸ್ತಿ ಮರಬದಷ್ಟೂ ರೆಡ್ಡು ಜಾಸ್ಚ್ಾತ್ರ ರೌದುಹದು ಇವಗ ನ್ಯಾಲಕುವರ್ಯವರ್ಶುದಲ್ಲಾ ಅಧುೃಕೈಗೆ ಸ್ವಲ್ಪರೆ್ಿಗಇದು ಒಣಗಿನ್ಮಲಿನ ಜ ತನಿಲ್ಜಾಸಲಾದು ಯಾನಿಬೈಲು ಹಣೆಗಿದರನ್ನು ಕಂಪ್ಲೀಟುೂವ ರೆಂ್ಗ್ ನರ್ಕಾಣಸ ನ ಜೆಲಅಗಾಗಿ ತರಜುರಶ್ಲಚ್ಛೆಂದಲ ಸೂನ್ನಿಟಗೋಬಂಸಿ ಸರಿ ಇದು ಮೆಂಟಿನಿನ್ಸಲ ಹೇಗೆ ಎಷ್ಟುಗ ಡಿ ಹೂಯೂಲೊಯು ಸ್ರಿದೆಂಬರಹಿಳಿನ್ನಲಾಗದಿದುನೆ ಅಹದರಿದಿನೆ ಬಡ್ಡಿದು ಪಲಒಲಂಬಿ ಸ್ಯಲ ತನ್ನು ಸ್ವಂಕಹಾನು ತಾನೆ್ಕೊಂತದ ತಫ್ಕೆ ವಿದೋಂಗಾಗ್ನೂ
SandalWoodNewsStories_283.mp3,20,ಸ್ವಲ್ಪ ಫಾಸ್ಟು ಗ್ರೋವಿಂಗ
SandalWoodNewsStories_283.mp3,21,
SandalWoodNewsStories_283.mp3,22,ನೀರೈಇಲ್ಲವತೆ ಅಮಿರ ಬಿಡಲನ ಮೊಟ್ಟೆ ಎರನೂರು ಬೆಗಢೆದ ಫರೆಂಡಂಕಇನ್ನೂಲಬೆಂಹಿಡಾಕಿದು ದೇಶೆಯಂಗ್ಸೆ ್
SandalWoodNewsStories_283.mp3,23,ನೆಎನದ್ರಾದುನ್ನು ಅಲ ನುಗ್ಾಮರ ಮರ ಕಮರ್ಶೂನ್ ಕಾಪುರದು ಬೇವು ಹೌದು ಯಾವರಿ ದೀಸರದ ಹುದೋವಗಲ ಮನಗಳಿಗೆಹಲಹಮಟಲ್ಲೋಗುತ್ತಲ ಹಣ್ಳುಭಾಗಿಲ ಗುಡಿಗೆ ತೊಲಬೈನ್ ಒಮ್ಮೆಲ್ ನೊಳೊದಅಫ್ಕಿಅರಿ ಸ್ ಒಪ್ಪೈನದು ಮಾರ್ಕಿದಾ ನೀಗ ಸೊಕ್ಪು ಲ್ಯಾರ್ತೋನಲ ನಮ್ಬಲ್ ಜಾಸ್ತ್ು ಬಿಯುಂದೂಡ ಜಾಸ್ಟ್ರಲ ನೆುಂಪಡ್ ಬ್ೆಾಂೂರ್ಸಡಲ ಲಕ್ಕಿಯರುತಾದ ನೊಮ್ಮಲೆು ಅಲೈವಳ ವೆಲ್ಬಯಗ್ಳು ದವದಾ ಬುದ್ದಿ ಪ್ರಾಡಕ ಬರಸ್ಥೆ ಆಯರೊಂಡಿಕ್ಕು ಮಾಡಲ್ ಬರ್ಸೆಯ ನೀಮಂತಯಲ್ಲವಿರಿಗಂಬೇರೆ ಬೇರೆ ಪ್ರ ಚೆಲಮಾಡಿದರೆ ನಾಜ್ಧರಿನದು ಶ್ವಫ್ತಗೊಂಡೊವಕೆ ಎನದು ಬರ್ತರ ನ್ಳರಗರ ಸಲ್ಪನೆಲಗಯ ನಲ್ಲದರಿಕೆಯಲ ಕೆಲ್ಲಂ ಅಲ್ಲಿಲ್ಲ ಹದು ಎನ್ು ನಮ್ಮ ಲಿಯನಿಲನಾನಾಂಗೆಗರಿವಯತಮದೆ
SandalWoodNewsStories_283.mp3,24,ನದೋಡಿಗ ಇದು ನಮ್ಮ ಒಡ್ಡಿಗೆ ಒಾಡುಣನಾಯ್ತು ನಮಸ್ಥಾರ ಕನ್ನಡೆಗರೆ ಉನಮ್ಮ ಪರಿಶ್ಣಮದ ಮೂಲಕ ವಿಡಿಯವನು ಚಿತ್ರೀಕರಣ ಮಾಡಿನ ಮಯ ಚಾನಲ್ಲಿ ಪ್ರಸಾರ ಮಾಡ್ಿತಾಯಜಿ ಈನ ಮ ಸಣ್ಣ ಪ್ರಯತ್ ನ ನಿಂ ಗಿಷ್ಟ ಅದ ನಮಚಾನಲ್ನ ಕಂಡಿತ ಸಪ್ಸ್ಕರೈಬ್ ಮಾಡಿ ನಮ್ಬಂದಿಗೆ ನೀವು ಕೈಜೋರ್ಸಿ ನಿಮ ಕೈಲಾದಷ್ಟು ಸಹಾಯ ಮಾಡಿ ಪ್ರೀತಿಯಿಂದ ಅರಸ್ಸಿ
